surveillance_network	age_group	site	variable	n_nonmissing	first_epiweeks	last_epiweeks	first_week_ending_date	last_week_ending_date
FluSurv-NET	Overall	Maryland	rsvtest	62	201840	202018	2018-10-06	2020-05-02
FluSurv-NET	Overall	Maryland	rsv_positivity	62	201840	202018	2018-10-06	2020-05-02
FluSurv-NET	Overall	Maryland	wili	251	201840	202626	2018-10-06	2026-06-27
FluSurv-NET	Overall	Maryland	flu_positivity	154	202240	202627	2022-10-08	2026-07-04
FluSurv-NET	Overall	Maryland	ed_influenza_pct_65p	154	202240	202627	2022-10-08	2026-07-04
FluSurv-NET	Overall	Maryland	ed_rsv_pct_65p	154	202240	202627	2022-10-08	2026-07-04
FluSurv-NET	Overall	Michigan	rate_per_100k	252	201840	202627	2018-10-06	2026-07-04
FluSurv-NET	Overall	Michigan	rsvpos	62	201840	202018	2018-10-06	2020-05-02
FluSurv-NET	Overall	Michigan	rsvtest	62	201840	202018	2018-10-06	2020-05-02
FluSurv-NET	Overall	Michigan	rsv_positivity	62	201840	202018	2018-10-06	2020-05-02
FluSurv-NET	Overall	Michigan	wili	251	201840	202626	2018-10-06	2026-06-27
FluSurv-NET	Overall	Michigan	flu_positivity	154	202240	202627	2022-10-08	2026-07-04
FluSurv-NET	Overall	Michigan	ed_influenza_pct_65p	154	202240	202627	2022-10-08	2026-07-04
FluSurv-NET	Overall	Michigan	ed_rsv_pct_65p	154	202240	202627	2022-10-08	2026-07-04
FluSurv-NET	Overall	Minnesota	rate_per_100k	252	201840	202627	2018-10-06	2026-07-04
FluSurv-NET	Overall	Minnesota	rsvpos	62	201840	202018	2018-10-06	2020-05-02
FluSurv-NET	Overall	Minnesota	rsvtest	62	201840	202018	2018-10-06	2020-05-02
FluSurv-NET	Overall	Minnesota	rsv_positivity	62	201840	202018	2018-10-06	2020-05-02
FluSurv-NET	Overall	Minnesota	wili	251	201840	202626	2018-10-06	2026-06-27
FluSurv-NET	Overall	Minnesota	flu_positivity	154	202240	202627	2022-10-08	2026-07-04
FluSurv-NET	Overall	Minnesota	ed_influenza_pct_65p	154	202240	202627	2022-10-08	2026-07-04
FluSurv-NET	Overall	Minnesota	ed_rsv_pct_65p	154	202240	202627	2022-10-08	2026-07-04
FluSurv-NET	Overall	New Mexico	rate_per_100k	252	201840	202627	2018-10-06	2026-07-04
FluSurv-NET	Overall	New Mexico	rsvpos	62	201840	202018	2018-10-06	2020-05-02
FluSurv-NET	Overall	New Mexico	rsvtest	62	201840	202018	2018-10-06	2020-05-02
FluSurv-NET	Overall	New Mexico	rsv_positivity	62	201840	202018	2018-10-06	2020-05-02
FluSurv-NET	Overall	New Mexico	wili	251	201840	202626	2018-10-06	2026-06-27
FluSurv-NET	Overall	New Mexico	flu_positivity	154	202240	202627	2022-10-08	2026-07-04
FluSurv-NET	Overall	New Mexico	ed_influenza_pct_65p	154	202240	202627	2022-10-08	2026-07-04
FluSurv-NET	Overall	New Mexico	ed_rsv_pct_65p	154	202240	202627	2022-10-08	2026-07-04
FluSurv-NET	Overall	New York	rate_per_100k	252	201840	202627	2018-10-06	2026-07-04
FluSurv-NET	Overall	New York	rsvpos	62	201840	202018	2018-10-06	2020-05-02
FluSurv-NET	Overall	New York	rsvtest	62	201840	202018	2018-10-06	2020-05-02
FluSurv-NET	Overall	New York	rsv_positivity	62	201840	202018	2018-10-06	2020-05-02
FluSurv-NET	Overall	New York	wili	251	201840	202626	2018-10-06	2026-06-27
FluSurv-NET	Overall	New York	flu_positivity	154	202240	202627	2022-10-08	2026-07-04
FluSurv-NET	Overall	New York	ed_influenza_pct_65p	154	202240	202627	2022-10-08	2026-07-04
FluSurv-NET	Overall	New York	ed_rsv_pct_65p	154	202240	202627	2022-10-08	2026-07-04
FluSurv-NET	Overall	North Carolina	rate_per_100k	123	202340	202627	2023-10-07	2026-07-04
FluSurv-NET	Overall	North Carolina	rsvpos	0				
FluSurv-NET	Overall	North Carolina	rsvtest	0				
FluSurv-NET	Overall	North Carolina	rsv_positivity	0				
FluSurv-NET	Overall	North Carolina	wili	122	202340	202626	2023-10-07	2026-06-27
FluSurv-NET	Overall	North Carolina	flu_positivity	123	202340	202627	2023-10-07	2026-07-04
FluSurv-NET	Overall	North Carolina	ed_influenza_pct_65p	123	202340	202627	2023-10-07	2026-07-04
FluSurv-NET	Overall	North Carolina	ed_rsv_pct_65p	123	202340	202627	2023-10-07	2026-07-04
FluSurv-NET	Overall	Ohio	rate_per_100k	212	201840	202518	2018-10-06	2025-05-03
FluSurv-NET	Overall	Ohio	rsvpos	62	201840	202018	2018-10-06	2020-05-02
FluSurv-NET	Overall	Ohio	rsvtest	62	201840	202018	2018-10-06	2020-05-02
FluSurv-NET	Overall	Ohio	rsv_positivity	62	201840	202018	2018-10-06	2020-05-02
FluSurv-NET	Overall	Ohio	wili	212	201840	202518	2018-10-06	2025-05-03
FluSurv-NET	Overall	Ohio	flu_positivity	114	202240	202518	2022-10-08	2025-05-03
FluSurv-NET	Overall	Ohio	ed_influenza_pct_65p	114	202240	202518	2022-10-08	2025-05-03
FluSurv-NET	Overall	Ohio	ed_rsv_pct_65p	114	202240	202518	2022-10-08	2025-05-03
FluSurv-NET	Overall	Oregon	rate_per_100k	252	201840	202627	2018-10-06	2026-07-04
FluSurv-NET	Overall	Oregon	rsvpos	62	201840	202018	2018-10-06	2020-05-02
FluSurv-NET	Overall	Oregon	rsvtest	62	201840	202018	2018-10-06	2020-05-02
FluSurv-NET	Overall	Oregon	rsv_positivity	62	201840	202018	2018-10-06	2020-05-02
FluSurv-NET	Overall	Oregon	wili	251	201840	202626	2018-10-06	2026-06-27
FluSurv-NET	Overall	Oregon	flu_positivity	154	202240	202627	2022-10-08	2026-07-04
FluSurv-NET	Overall	Oregon	ed_influenza_pct_65p	154	202240	202627	2022-10-08	2026-07-04
FluSurv-NET	Overall	Oregon	ed_rsv_pct_65p	154	202240	202627	2022-10-08	2026-07-04
FluSurv-NET	Overall	Overall	rate_per_100k	283	201840	202627	2018-10-06	2026-07-04
FluSurv-NET	Overall	Overall	rsvpos	62	201840	202018	2018-10-06	2020-05-02
FluSurv-NET	Overall	Overall	rsvtest	62	201840	202018	2018-10-06	2020-05-02
FluSurv-NET	Overall	Overall	rsv_positivity	62	201840	202018	2018-10-06	2020-05-02
FluSurv-NET	Overall	Overall	wili	282	201840	202626	2018-10-06	2026-06-27
FluSurv-NET	Overall	Overall	flu_positivity	154	202240	202627	2022-10-08	2026-07-04
FluSurv-NET	Overall	Overall	ed_influenza_pct_65p	154	202240	202627	2022-10-08	2026-07-04
FluSurv-NET	Overall	Overall	ed_rsv_pct_65p	154	202240	202627	2022-10-08	2026-07-04
FluSurv-NET	Overall	Tennessee	rate_per_100k	252	201840	202627	2018-10-06	2026-07-04
FluSurv-NET	Overall	Tennessee	rsvpos	62	201840	202018	2018-10-06	2020-05-02
FluSurv-NET	Overall	Tennessee	rsvtest	62	201840	202018	2018-10-06	2020-05-02
FluSurv-NET	Overall	Tennessee	rsv_positivity	62	201840	202018	2018-10-06	2020-05-02
FluSurv-NET	Overall	Tennessee	wili	251	201840	202626	2018-10-06	2026-06-27
FluSurv-NET	Overall	Tennessee	flu_positivity	154	202240	202627	2022-10-08	2026-07-04
FluSurv-NET	Overall	Tennessee	ed_influenza_pct_65p	154	202240	202627	2022-10-08	2026-07-04
FluSurv-NET	Overall	Tennessee	ed_rsv_pct_65p	154	202240	202627	2022-10-08	2026-07-04
FluSurv-NET	Overall	Utah	rate_per_100k	252	201840	202627	2018-10-06	2026-07-04
FluSurv-NET	Overall	Utah	rsvpos	62	201840	202018	2018-10-06	2020-05-02
FluSurv-NET	Overall	Utah	rsvtest	62	201840	202018	2018-10-06	2020-05-02
FluSurv-NET	Overall	Utah	rsv_positivity	62	201840	202018	2018-10-06	2020-05-02
FluSurv-NET	Overall	Utah	wili	251	201840	202626	2018-10-06	2026-06-27
FluSurv-NET	Overall	Utah	flu_positivity	154	202240	202627	2022-10-08	2026-07-04
FluSurv-NET	Overall	Utah	ed_influenza_pct_65p	154	202240	202627	2022-10-08	2026-07-04
FluSurv-NET	Overall	Utah	ed_rsv_pct_65p	154	202240	202627	2022-10-08	2026-07-04
FluSurv-NET	Overall	Washington	rate_per_100k	40	202540	202627	2025-10-04	2026-07-04
FluSurv-NET	Overall	Washington	rsvpos	0				
FluSurv-NET	Overall	Washington	rsvtest	0				
FluSurv-NET	Overall	Washington	rsv_positivity	0				
FluSurv-NET	Overall	Washington	wili	39	202540	202626	2025-10-04	2026-06-27
FluSurv-NET	Overall	Washington	flu_positivity	40	202540	202627	2025-10-04	2026-07-04
FluSurv-NET	Overall	Washington	ed_influenza_pct_65p	40	202540	202627	2025-10-04	2026-07-04
FluSurv-NET	Overall	Washington	ed_rsv_pct_65p	40	202540	202627	2025-10-04	2026-07-04
RSV-NET	65+ yr	Overall	rate_per_100k	363	201840	202627	2018-10-06	2026-07-04
RSV-NET	65+ yr	Overall	rsvpos	62	201840	202018	2018-10-06	2020-05-02
RSV-NET	65+ yr	Overall	rsvtest	62	201840	202018	2018-10-06	2020-05-02
RSV-NET	65+ yr	Overall	rsv_positivity	62	201840	202018	2018-10-06	2020-05-02
RSV-NET	65+ yr	Overall	wili	362	201840	202626	2018-10-06	2026-06-27
RSV-NET	65+ yr	Overall	flu_positivity	197	202239	202627	2022-10-01	2026-07-04
RSV-NET	65+ yr	Overall	ed_influenza_pct_65p	197	202239	202627	2022-10-01	2026-07-04
RSV-NET	65+ yr	Overall	ed_rsv_pct_65p	197	202239	202627	2022-10-01	2026-07-04
RSV-NET	Overall	California	rate_per_100k	363	201840	202627	2018-10-06	2026-07-04
RSV-NET	Overall	California	rsvpos	62	201840	202018	2018-10-06	2020-05-02
RSV-NET	Overall	California	rsvtest	62	201840	202018	2018-10-06	2020-05-02
RSV-NET	Overall	California	rsv_positivity	62	201840	202018	2018-10-06	2020-05-02
RSV-NET	Overall	California	wili	362	201840	202626	2018-10-06	2026-06-27
RSV-NET	Overall	California	flu_positivity	197	202239	202627	2022-10-01	2026-07-04
RSV-NET	Overall	California	ed_influenza_pct_65p	197	202239	202627	2022-10-01	2026-07-04
RSV-NET	Overall	California	ed_rsv_pct_65p	197	202239	202627	2022-10-01	2026-07-04
RSV-NET	Overall	Colorado	rate_per_100k	363	201840	202627	2018-10-06	2026-07-04
RSV-NET	Overall	Colorado	rsvpos	62	201840	202018	2018-10-06	2020-05-02
RSV-NET	Overall	Colorado	rsvtest	62	201840	202018	2018-10-06	2020-05-02
RSV-NET	Overall	Colorado	rsv_positivity	62	201840	202018	2018-10-06	2020-05-02
RSV-NET	Overall	Colorado	wili	362	201840	202626	2018-10-06	2026-06-27
RSV-NET	Overall	Colorado	flu_positivity	197	202239	202627	2022-10-01	2026-07-04
RSV-NET	Overall	Colorado	ed_influenza_pct_65p	197	202239	202627	2022-10-01	2026-07-04
RSV-NET	Overall	Colorado	ed_rsv_pct_65p	197	202239	202627	2022-10-01	2026-07-04
RSV-NET	Overall	Connecticut	rate_per_100k	363	201840	202627	2018-10-06	2026-07-04
RSV-NET	Overall	Connecticut	rsvpos	62	201840	202018	2018-10-06	2020-05-02
RSV-NET	Overall	Connecticut	rsvtest	62	201840	202018	2018-10-06	2020-05-02
RSV-NET	Overall	Connecticut	rsv_positivity	62	201840	202018	2018-10-06	2020-05-02
RSV-NET	Overall	Connecticut	wili	362	201840	202626	2018-10-06	2026-06-27
RSV-NET	Overall	Connecticut	flu_positivity	197	202239	202627	2022-10-01	2026-07-04
RSV-NET	Overall	Connecticut	ed_influenza_pct_65p	197	202239	202627	2022-10-01	2026-07-04
RSV-NET	Overall	Connecticut	ed_rsv_pct_65p	197	202239	202627	2022-10-01	2026-07-04
RSV-NET	Overall	Georgia	rate_per_100k	363	201840	202627	2018-10-06	2026-07-04
RSV-NET	Overall	Georgia	rsvpos	62	201840	202018	2018-10-06	2020-05-02
RSV-NET	Overall	Georgia	rsvtest	62	201840	202018	2018-10-06	2020-05-02
RSV-NET	Overall	Georgia	rsv_positivity	62	201840	202018	2018-10-06	2020-05-02
RSV-NET	Overall	Georgia	wili	362	201840	202626	2018-10-06	2026-06-27
RSV-NET	Overall	Georgia	flu_positivity	197	202239	202627	2022-10-01	2026-07-04
RSV-NET	Overall	Georgia	ed_influenza_pct_65p	197	202239	202627	2022-10-01	2026-07-04
RSV-NET	Overall	Georgia	ed_rsv_pct_65p	197	202239	202627	2022-10-01	2026-07-04
RSV-NET	Overall	Maryland	rate_per_100k	363	201840	202627	2018-10-06	2026-07-04
RSV-NET	Overall	Maryland	rsvpos	62	201840	202018	2018-10-06	2020-05-02
RSV-NET	Overall	Maryland	rsvtest	62	201840	202018	2018-10-06	2020-05-02
RSV-NET	Overall	Maryland	rsv_positivity	62	201840	202018	2018-10-06	2020-05-02
RSV-NET	Overall	Maryland	wili	362	201840	202626	2018-10-06	2026-06-27
RSV-NET	Overall	Maryland	flu_positivity	197	202239	202627	2022-10-01	2026-07-04
RSV-NET	Overall	Maryland	ed_influenza_pct_65p	197	202239	202627	2022-10-01	2026-07-04
RSV-NET	Overall	Maryland	ed_rsv_pct_65p	197	202239	202627	2022-10-01	2026-07-04
RSV-NET	Overall	Michigan	rate_per_100k	363	201840	202627	2018-10-06	2026-07-04
RSV-NET	Overall	Michigan	rsvpos	62	201840	202018	2018-10-06	2020-05-02
RSV-NET	Overall	Michigan	rsvtest	62	201840	202018	2018-10-06	2020-05-02
RSV-NET	Overall	Michigan	rsv_positivity	62	201840	202018	2018-10-06	2020-05-02
RSV-NET	Overall	Michigan	wili	362	201840	202626	2018-10-06	2026-06-27
RSV-NET	Overall	Michigan	flu_positivity	197	202239	202627	2022-10-01	2026-07-04
RSV-NET	Overall	Michigan	ed_influenza_pct_65p	197	202239	202627	2022-10-01	2026-07-04
RSV-NET	Overall	Michigan	ed_rsv_pct_65p	197	202239	202627	2022-10-01	2026-07-04
RSV-NET	Overall	Minnesota	rate_per_100k	363	201840	202627	2018-10-06	2026-07-04
RSV-NET	Overall	Minnesota	rsvpos	62	201840	202018	2018-10-06	2020-05-02
RSV-NET	Overall	Minnesota	rsvtest	62	201840	202018	2018-10-06	2020-05-02
RSV-NET	Overall	Minnesota	rsv_positivity	62	201840	202018	2018-10-06	2020-05-02
RSV-NET	Overall	Minnesota	wili	362	201840	202626	2018-10-06	2026-06-27
RSV-NET	Overall	Minnesota	flu_positivity	197	202239	202627	2022-10-01	2026-07-04
RSV-NET	Overall	Minnesota	ed_influenza_pct_65p	197	202239	202627	2022-10-01	2026-07-04
RSV-NET	Overall	Minnesota	ed_rsv_pct_65p	197	202239	202627	2022-10-01	2026-07-04
RSV-NET	Overall	New Mexico	rate_per_100k	363	201840	202627	2018-10-06	2026-07-04
RSV-NET	Overall	New Mexico	rsvpos	62	201840	202018	2018-10-06	2020-05-02
RSV-NET	Overall	New Mexico	rsvtest	62	201840	202018	2018-10-06	2020-05-02
RSV-NET	Overall	New Mexico	rsv_positivity	62	201840	202018	2018-10-06	2020-05-02
RSV-NET	Overall	New Mexico	wili	362	201840	202626	2018-10-06	2026-06-27
RSV-NET	Overall	New Mexico	flu_positivity	197	202239	202627	2022-10-01	2026-07-04
RSV-NET	Overall	New Mexico	ed_influenza_pct_65p	197	202239	202627	2022-10-01	2026-07-04
RSV-NET	Overall	New Mexico	ed_rsv_pct_65p	197	202239	202627	2022-10-01	2026-07-04
RSV-NET	Overall	New York	rate_per_100k	363	201840	202627	2018-10-06	2026-07-04
RSV-NET	Overall	New York	rsvpos	62	201840	202018	2018-10-06	2020-05-02
RSV-NET	Overall	New York	rsvtest	62	201840	202018	2018-10-06	2020-05-02
RSV-NET	Overall	New York	rsv_positivity	62	201840	202018	2018-10-06	2020-05-02
RSV-NET	Overall	New York	wili	362	201840	202626	2018-10-06	2026-06-27
RSV-NET	Overall	New York	flu_positivity	197	202239	202627	2022-10-01	2026-07-04
RSV-NET	Overall	New York	ed_influenza_pct_65p	197	202239	202627	2022-10-01	2026-07-04
RSV-NET	Overall	New York	ed_rsv_pct_65p	197	202239	202627	2022-10-01	2026-07-04
RSV-NET	Overall	North Carolina	rate_per_100k	92	202440	202627	2024-10-05	2026-07-04
RSV-NET	Overall	North Carolina	rsvpos	0				
RSV-NET	Overall	North Carolina	rsvtest	0				
RSV-NET	Overall	North Carolina	rsv_positivity	0				
RSV-NET	Overall	North Carolina	wili	91	202440	202626	2024-10-05	2026-06-27
RSV-NET	Overall	North Carolina	flu_positivity	92	202440	202627	2024-10-05	2026-07-04
RSV-NET	Overall	North Carolina	ed_influenza_pct_65p	92	202440	202627	2024-10-05	2026-07-04
RSV-NET	Overall	North Carolina	ed_rsv_pct_65p	92	202440	202627	2024-10-05	2026-07-04
RSV-NET	Overall	Oregon	rate_per_100k	363	201840	202627	2018-10-06	2026-07-04
RSV-NET	Overall	Oregon	rsvpos	62	201840	202018	2018-10-06	2020-05-02
RSV-NET	Overall	Oregon	rsvtest	62	201840	202018	2018-10-06	2020-05-02
RSV-NET	Overall	Oregon	rsv_positivity	62	201840	202018	2018-10-06	2020-05-02
RSV-NET	Overall	Oregon	wili	362	201840	202626	2018-10-06	2026-06-27
RSV-NET	Overall	Oregon	flu_positivity	197	202239	202627	2022-10-01	2026-07-04
RSV-NET	Overall	Oregon	ed_influenza_pct_65p	197	202239	202627	2022-10-01	2026-07-04
RSV-NET	Overall	Oregon	ed_rsv_pct_65p	197	202239	202627	2022-10-01	2026-07-04
RSV-NET	Overall	Overall	rate_per_100k	363	201840	202627	2018-10-06	2026-07-04
RSV-NET	Overall	Overall	rsvpos	62	201840	202018	2018-10-06	2020-05-02
RSV-NET	Overall	Overall	rsvtest	62	201840	202018	2018-10-06	2020-05-02
RSV-NET	Overall	Overall	rsv_positivity	62	201840	202018	2018-10-06	2020-05-02
RSV-NET	Overall	Overall	wili	362	201840	202626	2018-10-06	2026-06-27
RSV-NET	Overall	Overall	flu_positivity	197	202239	202627	2022-10-01	2026-07-04
RSV-NET	Overall	Overall	ed_influenza_pct_65p	197	202239	202627	2022-10-01	2026-07-04
RSV-NET	Overall	Overall	ed_rsv_pct_65p	197	202239	202627	2022-10-01	2026-07-04
RSV-NET	Overall	Tennessee	rate_per_100k	363	201840	202627	2018-10-06	2026-07-04
RSV-NET	Overall	Tennessee	rsvpos	62	201840	202018	2018-10-06	2020-05-02
RSV-NET	Overall	Tennessee	rsvtest	62	201840	202018	2018-10-06	2020-05-02
RSV-NET	Overall	Tennessee	rsv_positivity	62	201840	202018	2018-10-06	2020-05-02
RSV-NET	Overall	Tennessee	wili	362	201840	202626	2018-10-06	2026-06-27
RSV-NET	Overall	Tennessee	flu_positivity	197	202239	202627	2022-10-01	2026-07-04
RSV-NET	Overall	Tennessee	ed_influenza_pct_65p	197	202239	202627	2022-10-01	2026-07-04
RSV-NET	Overall	Tennessee	ed_rsv_pct_65p	197	202239	202627	2022-10-01	2026-07-04
RSV-NET	Overall	Utah	rate_per_100k	363	201840	202627	2018-10-06	2026-07-04
RSV-NET	Overall	Utah	rsvpos	62	201840	202018	2018-10-06	2020-05-02
RSV-NET	Overall	Utah	rsvtest	62	201840	202018	2018-10-06	2020-05-02
RSV-NET	Overall	Utah	rsv_positivity	62	201840	202018	2018-10-06	2020-05-02
RSV-NET	Overall	Utah	wili	362	201840	202626	2018-10-06	2026-06-27
RSV-NET	Overall	Utah	flu_positivity	197	202239	202627	2022-10-01	2026-07-04
RSV-NET	Overall	Utah	ed_influenza_pct_65p	197	202239	202627	2022-10-01	2026-07-04
RSV-NET	Overall	Utah	ed_rsv_pct_65p	197	202239	202627	2022-10-01	2026-07-04
RSV-NET	Overall	Washington	rate_per_100k	40	202540	202627	2025-10-04	2026-07-04
RSV-NET	Overall	Washington	rsvpos	0				
RSV-NET	Overall	Washington	rsvtest	0				
RSV-NET	Overall	Washington	rsv_positivity	0				
RSV-NET	Overall	Washington	wili	39	202540	202626	2025-10-04	2026-06-27
RSV-NET	Overall	Washington	flu_positivity	40	202540	202627	2025-10-04	2026-07-04
RSV-NET	Overall	Washington	ed_influenza_pct_65p	40	202540	202627	2025-10-04	2026-07-04
RSV-NET	Overall	Washington	ed_rsv_pct_65p	40	202540	202627	2025-10-04	2026-07-04
